threshold,recall,specificity,flag_rate,precision,tp,fn,tn,fp
0.0,1.0,0.0,1.0,0.15513767629281397,462,0,0,2516
1.0090392e-06,1.0,0.0,1.0,0.15513767629281397,462,0,0,2516
1.061032e-06,1.0,0.000397456279809221,0.9996642041638684,0.1551897883775613,462,0,1,2515
1.1306404e-06,1.0,0.000794912559618442,0.9993284083277367,0.15524193548387097,462,0,2,2514
1.3604428e-06,1.0,0.0011923688394276629,0.9989926124916051,0.15529411764705883,462,0,3,2513
1.5238239e-06,1.0,0.001589825119236884,0.9986568166554735,0.15534633490248823,462,0,4,2512
1.5760681e-06,1.0,0.001987281399046105,0.9983210208193418,0.15539858728557013,462,0,5,2511
1.8026607e-06,1.0,0.0023847376788553257,0.9979852249832102,0.15545087483176312,462,0,6,2510
2.0983261e-06,1.0,0.0027821939586645467,0.9976494291470785,0.15550319757657355,462,0,7,2509
2.8956904e-06,1.0,0.003179650238473768,0.9973136333109469,0.15555555555555556,462,0,8,2508
3.1652974e-06,1.0,0.003577106518282989,0.9969778374748153,0.15560794880431122,462,0,9,2507
3.1860486e-06,1.0,0.00397456279809221,0.9966420416386836,0.15566037735849056,462,0,10,2506
3.315349e-06,1.0,0.0043720190779014305,0.996306245802552,0.1557128412537917,462,0,11,2505
3.586808e-06,1.0,0.0047694753577106515,0.9959704499664204,0.1557653405259609,462,0,12,2504
3.6997196e-06,1.0,0.0051669316375198724,0.9956346541302887,0.15581787521079257,462,0,13,2503
3.7799966e-06,1.0,0.005564387917329093,0.9952988582941572,0.15587044534412955,462,0,14,2502
4.03459e-06,1.0,0.005961844197138315,0.9949630624580256,0.15592305096186299,462,0,15,2501
4.34699e-06,1.0,0.006359300476947536,0.9946272666218939,0.15597569209993248,462,0,16,2500
4.490507e-06,1.0,0.006756756756756757,0.9942914707857623,0.15602836879432624,462,0,17,2499
4.7080207e-06,1.0,0.007154213036565978,0.9939556749496307,0.15608108108108107,462,0,18,2498
4.7695676e-06,1.0,0.007551669316375199,0.993619879113499,0.15613382899628253,462,0,19,2497
4.8480415e-06,1.0,0.00794912559618442,0.9932840832773674,0.15618661257606492,462,0,20,2496
5.055676e-06,1.0,0.008346581875993641,0.9929482874412358,0.15623943185661143,462,0,21,2495
5.307784e-06,1.0,0.008744038155802861,0.9926124916051041,0.15629228687415425,462,0,22,2494
5.3089075e-06,1.0,0.009141494435612083,0.9922766957689725,0.15634517766497463,462,0,23,2493
5.965547e-06,1.0,0.009538950715421303,0.9919408999328408,0.15639810426540285,462,0,24,2492
6.2615336e-06,1.0,0.009936406995230525,0.9916051040967092,0.1564510667118185,462,0,25,2491
6.281079e-06,1.0,0.010333863275039745,0.9912693082605776,0.1565040650406504,462,0,26,2490
6.636132e-06,1.0,0.010731319554848967,0.9909335124244459,0.15655709928837683,462,0,27,2489
7.0499627e-06,1.0,0.011128775834658187,0.9905977165883143,0.15661016949152542,462,0,28,2488
7.1125105e-06,1.0,0.011526232114467409,0.9902619207521827,0.15666327568667346,462,0,29,2487
7.192487e-06,1.0,0.01192368839427663,0.989926124916051,0.15671641791044777,462,0,30,2486
7.507142e-06,1.0,0.01232114467408585,0.9895903290799194,0.15676959619952494,462,0,31,2485
7.57886e-06,1.0,0.012718600953895072,0.9892545332437878,0.15682281059063136,462,0,32,2484
7.962763e-06,1.0,0.013116057233704292,0.9889187374076561,0.15687606112054328,462,0,33,2483
8.18406e-06,1.0,0.013513513513513514,0.9885829415715245,0.15692934782608695,462,0,34,2482
8.191767e-06,1.0,0.013910969793322734,0.9882471457353929,0.15698267074413863,462,0,35,2481
8.439371e-06,1.0,0.014308426073131956,0.9879113498992612,0.15703602991162474,462,0,36,2480
8.752579e-06,1.0,0.014705882352941176,0.9875755540631296,0.15708942536552192,462,0,37,2479
9.061866e-06,1.0,0.015103338632750398,0.9872397582269979,0.15714285714285714,462,0,38,2478
9.400515e-06,1.0,0.015500794912559618,0.9869039623908663,0.15719632528070773,462,0,39,2477
9.4787265e-06,1.0,0.01589825119236884,0.9865681665547347,0.1572498298162015,462,0,40,2476
9.684304e-06,1.0,0.01629570747217806,0.986232370718603,0.15730337078651685,462,0,41,2475
9.850655e-06,1.0,0.016693163751987282,0.9858965748824715,0.15735694822888283,462,0,42,2474
9.87708e-06,1.0,0.017090620031796504,0.9855607790463399,0.15741056218057922,462,0,43,2473
1.0298132e-05,1.0,0.017488076311605722,0.9852249832102082,0.1574642126789366,462,0,44,2472
1.0364519e-05,1.0,0.017885532591414944,0.9848891873740766,0.1575178997613365,462,0,45,2471
1.04329465e-05,1.0,0.018282988871224166,0.984553391537945,0.15757162346521145,462,0,46,2470
1.04916735e-05,1.0,0.018680445151033388,0.9842175957018133,0.15762538382804503,462,0,47,2469
1.1322297e-05,1.0,0.019077901430842606,0.9838817998656817,0.157679180887372,462,0,48,2468
1.1573343e-05,1.0,0.019475357710651828,0.9835460040295501,0.1577330146807784,462,0,49,2467
1.21058365e-05,1.0,0.01987281399046105,0.9832102081934184,0.15778688524590165,462,0,50,2466
1.2620805e-05,1.0,0.02027027027027027,0.9828744123572868,0.15784079262043046,462,0,51,2465
1.3025736e-05,1.0,0.02066772655007949,0.9825386165211552,0.15789473684210525,462,0,52,2464
1.3664171e-05,1.0,0.02106518282988871,0.9822028206850235,0.15794871794871795,462,0,53,2463
1.3895238e-05,1.0,0.021462639109697933,0.9818670248488919,0.15800273597811218,462,0,54,2462
1.3924914e-05,1.0,0.021860095389507155,0.9815312290127602,0.15805679096818337,462,0,55,2461
